row	angle_equal	predicted_equal	measured_equal	error_equal	dchi_equal	exact	typed_predicted	legacy_predicted	typed_dchi	legacy_dchi
1	yes	no	yes	yes	no	no	0.12850E-03	0.14353E-03	-0.187E+01	-0.185E+01
2	yes	no	yes	yes	no	no	0.16033E-03	0.18497E-03	-0.836E+00	-0.810E+00
3	yes	no	yes	yes	no	no	0.22215E-03	0.26230E-03	-0.177E+01	-0.173E+01
4	yes	no	yes	yes	no	no	0.30965E-03	0.36546E-03	-0.168E+01	-0.163E+01
5	yes	no	yes	yes	no	no	0.41514E-03	0.48138E-03	-0.258E+01	-0.251E+01
6	yes	no	yes	yes	no	no	0.52695E-03	0.59564E-03	-0.446E+01	-0.439E+01
7	yes	no	yes	yes	no	no	0.63034E-03	0.69447E-03	-0.336E+01	-0.329E+01
8	yes	no	yes	yes	no	no	0.71001E-03	0.76659E-03	-0.264E+01	-0.261E+01
9	yes	no	yes	yes	no	no	0.75336E-03	0.80445E-03	-0.311E+01	-0.309E+01
10	yes	no	yes	yes	no	no	0.23394E-03	0.28095E-03	0.241E+00	0.291E+00
11	yes	no	yes	yes	no	no	0.27941E-03	0.34925E-03	-0.712E+00	-0.638E+00
12	yes	no	yes	yes	no	no	0.37015E-03	0.47668E-03	-0.262E+01	-0.251E+01
13	yes	no	yes	yes	no	no	0.50361E-03	0.64665E-03	-0.348E+01	-0.333E+01
14	yes	no	yes	yes	no	no	0.67133E-03	0.83761E-03	-0.331E+01	-0.313E+01
15	yes	no	yes	yes	no	no	0.85597E-03	0.10257E-02	-0.256E+01	-0.247E+01
16	yes	no	yes	yes	no	no	0.10319E-02	0.11879E-02	-0.297E+01	-0.288E+01
17	yes	no	yes	yes	no	no	0.11704E-02	0.13058E-02	-0.190E+01	-0.182E+01
18	yes	no	yes	yes	no	no	0.12467E-02	0.13675E-02	-0.143E+00	-0.116E+00
19	yes	no	yes	yes	no	no	0.10322E-02	0.14142E-02	-0.867E+00	-0.422E+00
20	yes	no	yes	yes	no	no	0.10962E-02	0.16106E-02	-0.380E+01	-0.320E+01
21	yes	no	yes	yes	no	no	0.12505E-02	0.19759E-02	-0.281E+01	-0.240E+01
22	yes	no	yes	yes	no	no	0.15313E-02	0.24625E-02	-0.316E+01	-0.263E+01
23	yes	no	yes	yes	no	no	0.19560E-02	0.30092E-02	-0.393E+01	-0.332E+01
24	yes	no	yes	yes	no	no	0.24939E-02	0.35467E-02	-0.313E+01	-0.252E+01
25	yes	no	yes	yes	no	no	0.30591E-02	0.40069E-02	-0.382E+01	-0.327E+01
26	yes	no	yes	yes	no	no	0.35326E-02	0.43368E-02	-0.271E+01	-0.239E+01
27	yes	no	yes	yes	no	no	0.38024E-02	0.45069E-02	-0.180E+01	-0.166E+01
28	yes	no	yes	yes	no	no	0.11373E-02	0.15702E-02	-0.872E+00	-0.619E+00
29	yes	no	yes	yes	no	no	0.12001E-02	0.17807E-02	-0.268E+01	-0.200E+01
30	yes	no	yes	yes	no	no	0.13560E-02	0.21721E-02	-0.450E+01	-0.356E+01
31	yes	no	yes	yes	no	no	0.16478E-02	0.26933E-02	-0.418E+01	-0.298E+01
32	yes	no	yes	yes	no	no	0.20977E-02	0.32788E-02	-0.384E+01	-0.316E+01
33	yes	no	yes	yes	no	no	0.26746E-02	0.38542E-02	-0.452E+01	-0.384E+01
34	yes	no	yes	yes	no	no	0.32854E-02	0.43465E-02	-0.469E+01	-0.406E+01
35	yes	no	yes	yes	no	no	0.37995E-02	0.46990E-02	-0.327E+01	-0.291E+01
36	yes	no	yes	yes	no	no	0.40933E-02	0.48805E-02	-0.216E+01	-0.184E+01
37	yes	no	yes	yes	no	no	0.20583E-02	0.29688E-02	0.339E+00	0.628E+00
38	yes	no	yes	yes	no	no	0.20795E-02	0.31867E-02	-0.212E+01	-0.185E+01
39	yes	no	yes	yes	no	no	0.21523E-02	0.35938E-02	-0.251E+01	-0.192E+01
40	yes	no	yes	yes	no	no	0.23279E-02	0.41540E-02	-0.378E+01	-0.303E+01
41	yes	no	yes	yes	no	no	0.26593E-02	0.48210E-02	-0.432E+01	-0.343E+01
42	yes	no	yes	yes	no	no	0.31763E-02	0.55415E-02	-0.279E+01	-0.182E+01
43	yes	no	yes	yes	no	no	0.38634E-02	0.62565E-02	-0.490E+01	-0.415E+01
44	yes	no	yes	yes	no	no	0.46516E-02	0.69064E-02	-0.374E+01	-0.317E+01
45	yes	no	yes	yes	no	no	0.54300E-02	0.74392E-02	-0.236E+01	-0.184E+01
46	yes	no	yes	yes	no	no	0.60715E-02	0.78199E-02	-0.272E+01	-0.239E+01
47	yes	no	yes	yes	no	no	0.64641E-02	0.80317E-02	-0.326E+00	-0.630E-01
48	yes	no	yes	yes	no	no	0.35016E-02	0.35032E-02	0.395E+00	0.396E+00
49	yes	no	yes	yes	no	no	0.37977E-02	0.38036E-02	0.964E+00	0.967E+00
50	yes	no	yes	yes	no	no	0.40912E-02	0.41010E-02	-0.355E+00	-0.350E+00
51	yes	no	yes	yes	no	no	0.43832E-02	0.43962E-02	-0.112E+00	-0.106E+00
52	yes	no	yes	yes	no	no	0.46737E-02	0.46893E-02	0.494E+00	0.501E+00
53	yes	no	yes	yes	no	no	0.49636E-02	0.49812E-02	-0.282E+00	-0.274E+00
54	yes	no	yes	yes	no	no	0.52522E-02	0.52710E-02	-0.106E+01	-0.105E+01
55	yes	no	yes	yes	no	no	0.55403E-02	0.55599E-02	-0.408E+01	-0.407E+01
56	yes	no	yes	yes	no	no	0.58277E-02	0.58475E-02	-0.123E+01	-0.122E+01
57	yes	no	yes	yes	no	no	0.61142E-02	0.61336E-02	-0.401E+01	-0.399E+01
58	yes	no	yes	yes	no	no	0.64001E-02	0.64188E-02	-0.113E+01	-0.112E+01
59	yes	no	yes	yes	no	no	0.66840E-02	0.67017E-02	-0.355E+01	-0.354E+01
60	yes	no	yes	yes	no	no	0.69662E-02	0.69826E-02	-0.436E+01	-0.435E+01
61	yes	no	yes	yes	no	no	0.72459E-02	0.72610E-02	-0.301E+01	-0.300E+01
62	yes	no	yes	yes	yes	no	0.75224E-02	0.75362E-02	-0.332E+01	-0.332E+01
63	yes	no	yes	yes	no	no	0.77956E-02	0.78084E-02	-0.326E+01	-0.325E+01
64	yes	no	yes	yes	no	no	0.80641E-02	0.80760E-02	-0.512E+01	-0.511E+01
65	yes	no	yes	yes	no	no	0.83274E-02	0.83388E-02	-0.394E+01	-0.393E+01
66	yes	no	yes	yes	no	no	0.85843E-02	0.85956E-02	-0.536E+01	-0.535E+01
67	yes	no	yes	yes	no	no	0.88341E-02	0.88459E-02	-0.626E+01	-0.625E+01
68	yes	no	yes	yes	yes	no	0.35123E-02	0.35133E-02	-0.158E+00	-0.158E+00
69	yes	no	yes	yes	yes	no	0.38726E-02	0.38796E-02	0.147E+01	0.147E+01
70	yes	no	yes	yes	no	no	0.45413E-02	0.45571E-02	0.238E+00	0.254E+00
71	yes	no	yes	yes	no	no	0.54322E-02	0.54545E-02	-0.237E+01	-0.236E+01
72	yes	no	yes	yes	no	no	0.64368E-02	0.64595E-02	-0.329E+01	-0.328E+01
73	yes	no	yes	yes	no	no	0.74255E-02	0.74442E-02	-0.272E+01	-0.271E+01
74	yes	no	yes	yes	yes	no	0.82658E-02	0.82810E-02	-0.382E+01	-0.382E+01
75	yes	no	yes	yes	yes	no	0.88589E-02	0.88733E-02	-0.326E+01	-0.326E+01
76	yes	no	yes	yes	no	no	0.91597E-02	0.91746E-02	-0.109E+01	-0.108E+01
77	yes	no	yes	yes	yes	no	0.47972E-02	0.47980E-02	0.235E+01	0.235E+01
78	yes	no	yes	yes	no	no	0.52488E-02	0.52580E-02	0.118E+00	0.123E+00
79	yes	no	yes	yes	no	no	0.60845E-02	0.61059E-02	-0.189E+01	-0.187E+01
80	yes	no	yes	yes	no	no	0.71953E-02	0.72250E-02	-0.323E+01	-0.321E+01
81	yes	no	yes	yes	no	no	0.84455E-02	0.84746E-02	-0.298E+01	-0.297E+01
82	yes	no	yes	yes	no	no	0.96727E-02	0.96957E-02	-0.325E+01	-0.324E+01
83	yes	no	yes	yes	yes	no	0.10710E-01	0.10729E-01	-0.542E+01	-0.542E+01
84	yes	no	yes	yes	yes	no	0.11437E-01	0.11457E-01	-0.385E+01	-0.385E+01
85	yes	no	yes	yes	yes	no	0.11802E-01	0.11824E-01	-0.174E+01	-0.174E+01
86	yes	no	yes	yes	yes	no	0.54423E-02	0.54412E-02	0.571E+00	0.571E+00
87	yes	no	yes	yes	no	no	0.55706E-02	0.55722E-02	0.974E+00	0.975E+00
88	yes	no	yes	yes	no	no	0.58215E-02	0.58281E-02	0.422E+00	0.423E+00
89	yes	no	yes	yes	no	no	0.61853E-02	0.61985E-02	-0.502E+00	-0.499E+00
90	yes	no	yes	yes	no	no	0.66486E-02	0.66692E-02	0.496E+00	0.500E+00
91	yes	no	yes	yes	yes	no	0.71961E-02	0.72233E-02	-0.107E+01	-0.107E+01
92	yes	no	yes	yes	yes	no	0.78108E-02	0.78428E-02	-0.113E+01	-0.113E+01
93	yes	no	yes	yes	no	no	0.84742E-02	0.85082E-02	-0.214E-01	-0.143E-01
94	yes	no	yes	yes	no	no	0.91655E-02	0.91988E-02	-0.108E+01	-0.107E+01
95	yes	no	yes	yes	no	no	0.98621E-02	0.98924E-02	-0.273E+01	-0.272E+01
96	yes	no	yes	yes	no	no	0.10540E-01	0.10566E-01	-0.116E+01	-0.115E+01
97	yes	no	yes	yes	yes	no	0.11175E-01	0.11198E-01	-0.321E+01	-0.321E+01
98	yes	no	yes	yes	yes	no	0.11746E-01	0.11767E-01	-0.278E+01	-0.278E+01
99	yes	no	yes	yes	yes	no	0.12236E-01	0.12256E-01	-0.263E+01	-0.263E+01
100	yes	no	yes	yes	no	no	0.12634E-01	0.12655E-01	-0.255E+01	-0.254E+01
101	yes	no	yes	yes	no	no	0.12932E-01	0.12955E-01	-0.489E+01	-0.488E+01
102	yes	no	yes	yes	yes	no	0.13131E-01	0.13156E-01	-0.164E+01	-0.164E+01
103	yes	no	yes	yes	yes	no	0.13230E-01	0.13256E-01	-0.212E+01	-0.212E+01
104	yes	no	yes	yes	yes	no	0.63404E-02	0.63399E-02	0.264E+01	0.264E+01
105	yes	no	yes	yes	yes	no	0.68973E-02	0.69084E-02	0.196E+01	0.196E+01
106	yes	no	yes	yes	no	no	0.79245E-02	0.79523E-02	-0.450E+00	-0.437E+00
107	yes	no	yes	yes	no	no	0.92858E-02	0.93239E-02	-0.267E+01	-0.265E+01
108	yes	no	yes	yes	no	no	0.10814E-01	0.10850E-01	-0.179E+01	-0.177E+01
109	yes	no	yes	yes	no	no	0.12309E-01	0.12336E-01	-0.432E+00	-0.421E+00
110	yes	no	yes	yes	yes	no	0.13566E-01	0.13589E-01	-0.314E+01	-0.314E+01
111	yes	no	yes	yes	no	no	0.14438E-01	0.14465E-01	-0.314E+01	-0.313E+01
112	yes	no	yes	yes	no	no	0.14872E-01	0.14905E-01	-0.184E+00	-0.179E+00
113	yes	no	yes	yes	no	no	0.91314E-02	0.91256E-02	-0.968E+00	-0.974E+00
114	yes	no	yes	yes	yes	no	0.98732E-02	0.98861E-02	0.150E+01	0.150E+01
115	yes	no	yes	yes	no	no	0.11234E-01	0.11273E-01	-0.675E+00	-0.657E+00
116	yes	no	yes	yes	no	no	0.13028E-01	0.13081E-01	-0.159E+01	-0.156E+01
117	yes	no	yes	yes	no	no	0.15032E-01	0.15079E-01	-0.237E+01	-0.235E+01
118	yes	no	yes	yes	yes	no	0.16980E-01	0.17013E-01	-0.212E+01	-0.212E+01
119	yes	no	yes	yes	no	no	0.18601E-01	0.18629E-01	-0.380E+01	-0.379E+01
120	yes	no	yes	yes	yes	no	0.19709E-01	0.19748E-01	-0.276E+01	-0.276E+01
121	yes	no	yes	yes	no	no	0.20253E-01	0.20304E-01	-0.185E+01	-0.184E+01
122	yes	no	yes	yes	no	no	0.11363E-01	0.11352E-01	0.102E+01	0.101E+01
123	yes	no	yes	yes	yes	no	0.12251E-01	0.12264E-01	0.151E+01	0.151E+01
124	yes	no	yes	yes	no	no	0.13873E-01	0.13921E-01	0.867E+00	0.885E+00
125	yes	no	yes	yes	no	no	0.16003E-01	0.16068E-01	-0.200E+01	-0.198E+01
126	yes	no	yes	yes	no	no	0.18371E-01	0.18426E-01	-0.496E+00	-0.483E+00
127	yes	no	yes	yes	yes	no	0.20663E-01	0.20697E-01	-0.176E+01	-0.176E+01
128	yes	no	yes	yes	no	no	0.22554E-01	0.22585E-01	-0.115E-01	-0.922E-02
129	yes	no	yes	yes	no	no	0.23833E-01	0.23882E-01	-0.154E+01	-0.153E+01
130	yes	no	yes	yes	yes	no	0.24454E-01	0.24521E-01	-0.150E+01	-0.150E+01
131	yes	no	yes	yes	no	no	0.11986E-01	0.11970E-01	0.104E+00	0.100E+00
132	yes	no	yes	yes	no	no	0.12610E-01	0.12612E-01	0.874E+00	0.873E+00
133	yes	no	yes	yes	no	no	0.13762E-01	0.13793E-01	-0.771E+00	-0.764E+00
134	yes	no	yes	yes	no	no	0.15330E-01	0.15386E-01	-0.397E-01	-0.252E-01
135	yes	no	yes	yes	no	no	0.17181E-01	0.17246E-01	-0.298E+01	-0.296E+01
136	yes	no	yes	yes	no	no	0.19154E-01	0.19208E-01	-0.329E+01	-0.328E+01
137	yes	no	yes	yes	no	no	0.21115E-01	0.21151E-01	-0.181E+01	-0.180E+01
138	yes	no	yes	yes	no	no	0.22848E-01	0.22873E-01	-0.249E+01	-0.248E+01
139	yes	no	yes	yes	no	no	0.24218E-01	0.24252E-01	-0.748E+00	-0.744E+00
140	yes	no	yes	yes	no	no	0.25154E-01	0.25207E-01	-0.454E+00	-0.449E+00
141	yes	no	yes	yes	no	no	0.25654E-01	0.25724E-01	0.115E+01	0.116E+01
142	yes	no	yes	yes	no	no	0.13631E-01	0.13620E-01	0.152E+01	0.151E+01
143	yes	no	yes	yes	yes	no	0.14482E-01	0.14496E-01	0.189E+01	0.189E+01
144	yes	no	yes	yes	yes	no	0.15317E-01	0.15352E-01	0.189E+01	0.189E+01
145	yes	no	yes	yes	no	no	0.16140E-01	0.16190E-01	0.683E+00	0.692E+00
146	yes	no	yes	yes	no	no	0.16953E-01	0.17014E-01	0.103E+01	0.104E+01
147	yes	no	yes	yes	no	no	0.17759E-01	0.17827E-01	0.658E+00	0.668E+00
148	yes	no	yes	yes	no	no	0.18556E-01	0.18627E-01	-0.716E+00	-0.704E+00
149	yes	no	yes	yes	no	no	0.19349E-01	0.19418E-01	-0.100E+01	-0.991E+00
150	yes	no	yes	yes	no	no	0.20136E-01	0.20201E-01	-0.350E+00	-0.340E+00
151	yes	no	yes	yes	no	no	0.20916E-01	0.20975E-01	0.813E-01	0.887E-01
152	yes	no	yes	yes	no	no	0.21690E-01	0.21741E-01	-0.332E+00	-0.326E+00
153	yes	no	yes	yes	no	no	0.22454E-01	0.22497E-01	0.233E+00	0.238E+00
154	yes	no	yes	yes	no	no	0.23207E-01	0.23242E-01	-0.573E+00	-0.571E+00
155	yes	no	yes	yes	yes	no	0.23946E-01	0.23975E-01	0.102E+01	0.102E+01
156	yes	no	yes	yes	no	no	0.24669E-01	0.24694E-01	-0.607E+00	-0.608E+00
157	yes	no	yes	yes	no	no	0.25374E-01	0.25398E-01	-0.457E+00	-0.458E+00
158	yes	no	yes	yes	no	no	0.26053E-01	0.26082E-01	-0.700E+00	-0.701E+00
159	yes	no	yes	yes	no	no	0.26706E-01	0.26744E-01	-0.178E+01	-0.177E+01
160	yes	no	yes	yes	no	no	0.27327E-01	0.27379E-01	-0.230E+01	-0.229E+01
161	yes	no	yes	yes	no	no	0.27912E-01	0.27984E-01	-0.346E+01	-0.345E+01
162	yes	no	yes	yes	no	no	0.14701E-01	0.14676E-01	0.173E+01	0.171E+01
163	yes	no	yes	yes	yes	no	0.15807E-01	0.15816E-01	0.224E+01	0.224E+01
164	yes	no	yes	yes	no	no	0.17819E-01	0.17874E-01	-0.108E+01	-0.106E+01
165	yes	no	yes	yes	no	no	0.20442E-01	0.20518E-01	-0.155E+01	-0.152E+01
166	yes	no	yes	yes	no	no	0.23343E-01	0.23399E-01	-0.902E+00	-0.889E+00
167	yes	no	yes	yes	yes	no	0.26126E-01	0.26153E-01	-0.148E+01	-0.148E+01
168	yes	no	yes	yes	yes	no	0.28397E-01	0.28424E-01	-0.320E+01	-0.320E+01
169	yes	no	yes	yes	no	no	0.29908E-01	0.29967E-01	-0.251E+01	-0.250E+01
170	yes	no	yes	yes	no	no	0.30629E-01	0.30721E-01	-0.160E+01	-0.159E+01
171	yes	no	yes	yes	no	no	0.16076E-01	0.16042E-01	0.159E+01	0.158E+01
172	yes	no	yes	yes	no	no	0.17272E-01	0.17278E-01	0.421E+00	0.419E+00
173	yes	no	yes	yes	no	no	0.19445E-01	0.19501E-01	-0.144E+01	-0.142E+01
174	yes	no	yes	yes	no	no	0.22271E-01	0.22348E-01	-0.205E+01	-0.203E+01
175	yes	no	yes	yes	no	no	0.25386E-01	0.25441E-01	-0.192E+01	-0.191E+01
176	yes	no	yes	yes	yes	no	0.28367E-01	0.28387E-01	0.388E+01	0.388E+01
177	yes	no	yes	yes	yes	no	0.30787E-01	0.30809E-01	-0.416E+00	-0.416E+00
178	yes	no	yes	yes	no	no	0.32387E-01	0.32448E-01	-0.518E+01	-0.517E+01
179	yes	no	yes	yes	no	no	0.33146E-01	0.33245E-01	-0.108E+01	-0.107E+01
180	yes	no	yes	yes	no	no	0.16310E-01	0.16269E-01	0.316E+00	0.312E+00
